0,59,486.7022
1,59,486.6806
2,59,486.6576
3,59,486.6331
4,59,486.6082
5,59,486.583
6,59,486.5579
7,59,486.5299
8,59,486.5013
9,59,486.4721
10,59,486.4446
11,59,486.4145
12,59,486.3843
13,59,486.3511
14,59,486.3153
15,59,486.278
16,59,486.2386
17,59,486.1975
18,59,486.151
19,59,486.1014
20,59,486.0516
21,59,485.9981
22,59,485.9415
23,59,485.8828
24,59,485.8215
25,59,485.758
26,59,485.6925
27,59,485.6239
28,59,485.5532
29,59,485.4807
30,59,485.4062
31,59,485.3289
32,59,485.2497
33,59,485.165
34,59,485.0747
35,59,484.9796
36,59,484.8821
37,59,484.784
38,59,484.6821
39,59,484.5808
40,59,484.475
41,59,484.3658
42,59,484.2502
43,59,484.1319
44,59,484.0142
45,59,483.8944
46,59,483.7715
47,59,483.6469
48,59,483.5225
49,59,483.3941
50,59,483.2636
51,59,483.1312
52,59,482.9972
53,59,482.8631
54,59,482.7291
55,59,482.5879
56,59,482.4417
57,59,482.3033
58,59,482.1733
59,59,482.0515
60,59,481.9267
61,59,481.752
62,59,481.6562
63,59,481.632
64,59,481.6306
65,59,481.5551
66,59,481.313
67,59,481.0423
68,59,480.7668
69,59,480.4927
70,59,480.2269
71,59,479.9931
72,59,479.8108
73,59,479.6893
74,59,479.6068
75,59,479.5371
76,59,479.4531
77,59,479.327
78,59,479.1869
79,59,479.0478
80,59,478.9121
81,59,478.7827
82,59,478.6548
83,59,478.5292
84,59,478.4033
85,59,478.2708
86,59,478.1324
87,59,477.9984
88,59,477.8555
89,59,477.7121
90,59,477.5718
91,59,477.4337
92,59,477.2948
93,59,477.1552
94,59,477.0176
95,59,476.8807
96,59,476.744
97,59,476.6093
98,59,476.4758
99,59,476.3372
100,59,476.1968
101,59,476.0576
102,59,475.9184
103,59,475.7796
104,59,475.6474
105,59,475.5175
106,59,475.3774
107,59,475.2331
108,59,475.0864
109,59,474.9435
0,58,486.6606
1,58,486.6375
2,58,486.6132
3,58,486.5876
4,58,486.5613
5,58,486.5354
6,58,486.5103
7,58,486.4844
8,58,486.4565
9,58,486.4301
10,58,486.4027
11,58,486.3738
12,58,486.3446
13,58,486.3113
14,58,486.276
15,58,486.2391
16,58,486.2006
17,58,486.1587
18,58,486.1131
19,58,486.0651
20,58,486.0147
21,58,485.9613
22,58,485.9054
23,58,485.8464
24,58,485.7848
25,58,485.7211
26,58,485.6552
27,58,485.5866
28,58,485.5157
29,58,485.4426
30,58,485.367
31,58,485.2888
32,58,485.2088
33,58,485.1246
34,58,485.0356
35,58,484.9398
36,58,484.8418
37,58,484.744
38,58,484.6415
39,58,484.5375
40,58,484.429
41,58,484.3172
42,58,484.2016
43,58,484.083
44,58,483.9655
45,58,483.8445
46,58,483.7211
47,58,483.597
48,58,483.4729
49,58,483.3465
50,58,483.215
51,58,483.0809
52,58,482.9495
53,58,482.8158
54,58,482.6808
55,58,482.5448
56,58,482.4035
57,58,482.2669
58,58,482.139
59,58,482.0202
60,58,481.9064
61,58,481.7954
62,58,481.7257
63,58,481.6654
64,58,481.6383
65,58,481.4486
66,58,481.1958
67,58,480.9229
68,58,480.6461
69,58,480.368
70,58,480.0916
71,58,479.8714
72,58,479.7303
73,58,479.6324
74,58,479.5569
75,58,479.4869
76,58,479.3977
77,58,479.2639
78,58,479.127
79,58,478.9905
80,58,478.8554
81,58,478.7234
82,58,478.5907
83,58,478.4601
84,58,478.3288
85,58,478.192
86,58,478.0526
87,58,477.9156
88,58,477.7738
89,58,477.6313
90,58,477.4911
91,58,477.352
92,58,477.212
93,58,477.071
94,58,476.9312
95,58,476.7937
96,58,476.6568
97,58,476.5215
98,58,476.3871
99,58,476.2461
100,58,476.105
101,58,475.9638
102,58,475.8222
103,58,475.686
104,58,475.5563
105,58,475.4247
106,58,475.2771
107,58,475.1293
108,58,474.9802
109,58,474.8363
0,57,486.6165
1,57,486.5914
2,57,486.5643
3,57,486.5365
4,57,486.508
5,57,486.481
6,57,486.4569
7,57,486.4323
8,57,486.407
9,57,486.3833
10,57,486.3576
11,57,486.3313
12,57,486.3026
13,57,486.2708
14,57,486.2366
15,57,486.1989
16,57,486.1598
17,57,486.1176
18,57,486.0734
19,57,486.0256
20,57,485.9748
21,57,485.9221
22,57,485.8659
23,57,485.8069
24,57,485.7451
25,57,485.6813
26,57,485.6149
27,57,485.5464
28,57,485.4752
29,57,485.4015
30,57,485.3255
31,57,485.247
32,57,485.1664
33,57,485.0823
34,57,484.9918
35,57,484.8977
36,57,484.8013
37,57,484.7007
38,57,484.5963
39,57,484.4899
40,57,484.3801
41,57,484.265
42,57,484.1466
43,57,484.0269
44,57,483.9091
45,57,483.7884
46,57,483.6672
47,57,483.5436
48,57,483.4187
49,57,483.2938
50,57,483.1621
51,57,483.0284
52,57,482.898
53,57,482.7644
54,57,482.6293
55,57,482.4938
56,57,482.3561
57,57,482.2219
58,57,482.0942
59,57,481.9773
60,57,481.8734
61,57,481.7932
62,57,481.7568
63,57,481.6776
64,57,481.6173
65,57,481.3511
66,57,481.0775
67,57,480.8033
68,57,480.5308
69,57,480.2497
70,57,479.9628
71,57,479.783
72,57,479.6665
73,57,479.578
74,57,479.5027
75,57,479.4295
76,57,479.3351
77,57,479.1979
78,57,479.0631
79,57,478.9281
80,57,478.793
81,57,478.6587
82,57,478.5233
83,57,478.3888
84,57,478.2513
85,57,478.1103
86,57,477.9693
87,57,477.8309
88,57,477.6895
89,57,477.5475
90,57,477.407
91,57,477.2671
92,57,477.1258
93,57,476.983
94,57,476.8416
95,57,476.7033
96,57,476.5665
97,57,476.4286
98,57,476.2891
99,57,476.1483
100,57,476.008
101,57,475.8665
102,57,475.7262
103,57,475.591
104,57,475.4564
105,57,475.3181
106,57,475.1714
107,57,475.0246
108,57,474.8755
109,57,474.7301
0,56,486.5694
1,56,486.5418
2,56,486.5112
3,56,486.4792
4,56,486.4486
5,56,486.4227
6,56,486.3992
7,56,486.3759
8,56,486.3548
9,56,486.3333
10,56,486.3108
11,56,486.287
12,56,486.2597
13,56,486.2292
14,56,486.1946
15,56,486.1563
16,56,486.1171
17,56,486.0757
18,56,486.0313
19,56,485.9832
20,56,485.9328
21,56,485.8796
22,56,485.8232
23,56,485.7645
24,56,485.7032
25,56,485.6388
26,56,485.5721
27,56,485.5034
28,56,485.4317
29,56,485.3577
30,56,485.2811
31,56,485.2023
32,56,485.1213
33,56,485.0367
34,56,484.9468
35,56,484.8534
36,56,484.7575
37,56,484.654
38,56,484.5466
39,56,484.4368
40,56,484.3228
41,56,484.2047
42,56,484.0869
43,56,483.968
44,56,483.8507
45,56,483.7318
46,56,483.6074
47,56,483.482
48,56,483.3583
49,56,483.233
50,56,483.1026
51,56,482.9732
52,56,482.8437
53,56,482.7091
54,56,482.5694
55,56,482.4313
56,56,482.296
57,56,482.1677
58,56,482.037
59,56,481.9171
60,56,481.8087
61,56,481.7123
62,56,481.6323
63,56,481.5283
64,56,481.4041
